_id,fermi_name , Counterpart_name , RA, Dec  , LII , BII , AngSep , Theta95 , Class , Redshift , SED_Class , Probability_Bayesian , Reliability_LR_RG , Reliability_LR_XG , ProbabilityLogN-logS , LR_RG , LR_XG , Flux1GeV-100 GeV , Spectral_index , Spectral_Index_Error , TS , Radio_flux , X_Flux , USNOVmag , SDSSVmag , ARO , AOX , CLEAN , IN 2FGL
656 , 2FGLJ1303.5-4622 , PMN J1303-4621 , 195.9175 , -46.35069 , 305.13 , 16.46 , 0.034 , 0.157 , FSRQ , 1.664 , - , 0.998 , 0.91 , 0 , 1 , 1.534 , -9.9 , (6.6+/-1.5) e-10 , 2.214 , 0.14 , 32 , 162 , - , - , - , - , - , YES , YES
657 , 2FGLJ1303.8-5537 , PMN J1303-5540 , 195.955 , -55.67542 , 304.69 , 7.15 , 0.053 , 0.157 , AGU , -999 , - , 0.995 , 0 , 0 , 1 , 7.95 , -9.9 , (11.8+/-2) e-10 , 2.645 , 0.089 , 104 , 905 , - , 19.04 , - , - , - , NO , YES
658 , 2FGLJ1304.1-2415 , 1RXS 130343.6-241506 , 195.9275 , -24.24519 , 306.5 , 38.53 , 0.097 , 0.091 , AGU , 0.127225 , HSP , 0 , 0.92 , 0.98 , 0 , 0.614 , 3.531 , (8.1+/-1.6) e-10 , 1.857 , 0.135 , 57 , 36 , 1.18e-11 , 13.17 , - , -0.005 , 1.648 , YES , YES
659 , 2FGLJ1304.3-4353 , 1RXS 130421.2-435308 , 196.08708 , -43.88564 , 305.39 , 18.92 , 0.012 , 0.038 , AGU , -999 , HSP , 0 , 0.97 , 0.99 , 0 , 2.58 , 4.142 , (37.3+/-2.7) e-10 , 1.9 , 0.051 , 552 , 48 , 3.76e-12 , 16.71 , - , 0.295 , 1.229 , YES , YES
660 , 2FGLJ1305.1-2110 , PKS B1302-208 , 196.24625 , -21.11164 , 307.16 , 41.64 , 0.081 , 0.091 , AGU , -999 , - , 0.952 , 0.99 , 0 , 0 , 2.496 , -9.9 , (6.1+/-1.4) e-10 , 2.202 , 0.175 , 37 , 604 , - , 20.46 , - , - , - , NO , YES
661 , 2FGLJ1305.8-4925 , NGC 4945 , 196.36417 , -49.46844 , 305.27 , 13.33 , 0.075 , 0.147 , Starburst galaxy , 0.002 , - , 0.991 , 0.99 , 0 , 0.99 , 4.072 , -9.9 , (7.5+/-1.7) e-10 , 2.103 , 0.149 , 32 , 5776 , 2.36e-12 , - , - , - , - , NO , YES
662 , 2FGLJ1306.9-4028 , ESO 323-77 , 196.6075 , -40.41472 , 306.01 , 22.36 , 0.119 , 0.148 , Unidentified , 0.015 , - , 0 , 0.85 , 0 , 0 , 1.086 , -9.9 , (6.7+/-1.5) e-10 , 2.335 , 0.132 , 34 , 48 , 2.41e-12 , 8.37 , - , -0.358 , 2.618 , NO , YES
663 , 2FGLJ1305.7+7854 , S5 1304+79 , 196.25042 , 78.90997 , 122.1 , 38.19 , 0.034 , 0.146 , BL Lac , 0 , - , 0.964 , 0.98 , 0 , 0.98 , 1.945 , -9.9 , (34+/-8.7) e-11 , 2.346 , 0.2 , 32 , 287 , - , 19.53 , - , 0.829 , - , YES , YES
664 , 2FGLJ1307.5-4300 , 1RXS 130737.8-425940 , 196.90708 , -42.99436 , 306.07 , 19.77 , 0.014 , 0.045 , AGU , -999 , HSP , 0 , 0.96 , 0.99 , 0 , 2.346 , 4.026 , (19.7+/-2.2) e-10 , 1.775 , 0.083 , 238 , 38 , 4.02e-12 , 15.88 , - , 0.269 , 1.342 , YES , YES
665 , 2FGLJ1307.6-6704 , PKS 1304-668 , 197.0725 , -67.11869 , 304.57 , -4.31 , 0.079 , 0.086 , AGU , -999 , - , 0.954 , 0.96 , 0 , 0.99 , 2.926 , -9.9 , (20.6+/-2.5) e-10 , 2.45 , 0.073 , 146 , 620 , - , 15.78 , - , - , - , NO , YES
666 , 2FGLJ1308.5+3547 , 5C 12.291 , 197.09875 , 35.777 , 101.31 , 80.63 , 0.027 , 0.099 , FSRQ , 1.055 , LSP , 0.998 , 0.99 , 0.85 , 1 , 2.14 , 1.933 , (11+/-1.5) e-10 , 2.28 , 0.088 , 175 , 239 , 3.67e-13 , 20.1 , 19.25 , 0.751 , 1.109 , YES , YES
667 , 2FGLJ1309.3+1154 , 4C +12.46 , 197.39125 , 11.90667 , 319.42 , 74.19 , 0.052 , 0.139 , BL Lac , 0 , - , 0.996 , 0.99 , 0 , 1 , 2.754 , -9.9 , (4.6+/-1.2) e-10 , 1.909 , 0.186 , 29 , 855 , - , 18.11 , 17.68 , 0.733 , - , YES , YES
668 , 2FGLJ1309.4+4304 , B3 1307+433 , 197.35625 , 43.08481 , 111.2 , 73.63 , 0.01 , 0.042 , BL Lac , 0.691 , HSP , 0.999 , 0.99 , 0.97 , 0.97 , 2.176 , 3.079 , (17.8+/-1.7) e-10 , 1.839 , 0.068 , 378 , 60 , 7.12e-13 , 17.27 , 16.58 , 0.32 , 1.513 , YES , YES
669 , 2FGLJ1310.6+3222 , OP 313 , 197.61958 , 32.34558 , 85.69 , 83.34 , 0.058 , 0.037 , FSRQ , 0.997249 , LSP , 0 , 0.99 , 0.83 , 0.99 , 3.109 , 1.839 , (53+/-2.7) e-10 , 2.105 , 0.048 , 2142 , 1687 , 8.53e-13 , 19.02 , 17.14 , 0.722 , 1.296 , YES , YES
670 , 2FGLJ1310.9+0036 , RX J1311.1+0035 , 197.77667 , 0.58603 , 313.82 , 63.03 , 0.042 , 0.102 , BL Lac , 0 , HSP , 0.995 , 0.94 , 0.95 , 0 , 0.8 , 2.743 , (3.6+/-1.6) e-10 , 1.516 , 0.331 , 31 , 17 , 1.65e-12 , 17.4 , 17.35 , 0.311 , 1.255 , YES , YES
671 , 2FGLJ1312.4-2157 , PKS 1309-216 , 198.13125 , -21.93978 , 309.38 , 40.66 , 0.016 , 0.058 , BL Lac , 1.491 , - , 1 , 0.99 , 0 , 0.99 , 2.887 , -9.9 , (21.7+/-2.2) e-10 , 2.024 , 0.067 , 259 , 349 , - , 17.43 , - , 0.496 , - , YES , YES
672 , 2FGLJ1313.0-0425 , PKS B1310-041 , 198.21208 , -4.41408 , 313.05 , 58.03 , 0.047 , 0.193 , FSRQ , 0.825 , LSP , 0.991 , 0.97 , 0 , 0.99 , 1.537 , 1.691 , (4.3+/-1.2) e-10 , 2.369 , 0.185 , 25 , 226 , 6.37e-13 , 19.03 , - , 0.726 , 1.062 , YES , YES
673 , 2FGLJ1312.8+4828 , GB 1310+487 , 198.18083 , 48.47531 , 113.37 , 68.25 , 0.021 , 0.024 , FSRQ , 0.501 , LSP , 0.998 , 0.99 , 0 , 1 , 2.951 , -9.9 , (89.9+/-3.4) e-10 , 1.978 , 0.036 , 4562 , 221 , 1.85e-13 , 20.69 , 19.71 , 0.753 , 1.162 , YES , YES
674 , 2FGLJ1314.5-5330 , PMN J1315-5334 , 198.76708 , -53.57656 , 306.48 , 9.13 , 0.097 , 0.142 , AGU , -999 , - , 0.959 , 0.96 , 0 , 0.9 , 2.801 , -9.9 , (15.9+/-2.3) e-10 , 2.43 , 0.083 , 99 , 703 , - , 18.89 , - , - , - , NO , YES
675 , 2FGLJ1314.6+2348 , TXS 1312+240 , 198.68208 , 23.80744 , 1.91 , 83.78 , 0.025 , 0.072 , BL Lac , 0 , ISP , 0.998 , 0.99 , 0.97 , 0.99 , 2.247 , 3.121 , (14.5+/-1.6) e-10 , 2.084 , 0.078 , 241 , 184 , 1.77e-12 , 17.39 , 16.31 , 0.411 , 1.422 , YES , YES
676 , 2FGLJ1315.9-3339 , PKS 1313-333 , 199.03292 , -33.64989 , 308.8 , 28.93 , 0.037 , 0.066 , FSRQ , 1.21 , LSP , 0.996 , 1 , 0 , 1 , 3.603 , -9.9 , (25.7+/-2.4) e-10 , 2.305 , 0.062 , 331 , 1278 , 9.93e-13 , 17.62 , - , 0.725 , 1.188 , YES , YES
677 , 2FGLJ1317.9+3426 , S4 1315+34 , 199.40208 , 34.42117 , 86.93 , 80.79 , 0.079 , 0.166 , FSRQ , 1.05498 , LSP , 0.99 , 0.99 , 0 , 0.99 , 2.193 , 1.633 , (33.3+/-9.3) e-11 , 2.379 , 0.177 , 26 , 529 , 5.52e-13 , 19.08 , 18.37 , 0.709 , 1.177 , YES , YES
678 , 2FGLJ1318.9-1228 , PMN J1318-1235 , 199.67875 , -12.58436 , 313.26 , 49.73 , 0.126 , 0.14 , AGU , -999 , - , 0 , 0.92 , 0 , 0.98 , 0.533 , -9.9 , (5.1+/-1.3) e-10 , 2.304 , 0.2 , 32 , 44 , - , 19.27 , - , - , - , YES , YES
679 , 2FGLJ1321.1+2215 , TXS 1318+225 , 200.29667 , 22.26992 , 358.8 , 81.68 , 0.017 , 0.103 , FSRQ , 0.943 , - , 0.999 , 0.99 , 0 , 1 , 2.334 , -9.9 , (12.8+/-1.6) e-10 , 2.287 , 0.085 , 175 , 314 , - , 19.41 , 18.19 , 0.68 , - , YES , YES
680 , 2FGLJ1322.7-0938 , PKS B1319-093 , 200.65333 , -9.62703 , 315.61 , 52.47 , 0.044 , 0.156 , FSRQ , 1.864 , - , 0.99 , 0.98 , 0 , 1 , 2.129 , -9.9 , (4.5+/-1.2) e-10 , 2.619 , 0.167 , 42 , 403 , - , 19.26 , - , 0.775 , - , NO , YES
681 , 2FGLJ1323.0+2941 , 4C +29.48 , 200.76708 , 29.68744 , 54.97 , 82.59 , 0.009 , 0.059 , AGU , -999 , - , 0 , 0 , 0.92 , 1 , -9.9 , 2.402 , (13.8+/-1.6) e-10 , 2.07 , 0.077 , 227 , 34 , - , - , - , - , - , YES , YES
682 , 2FGLJ1325.6-4300 , Cen A Core , 201.36667 , -43.01956 , 309.51 , 19.41 , 0.038 , 0.06 , Radio Galaxy , 0 , - , 0.999 , 1 , 0 , 1 , 6.154 , -9.9 , (30.3+/-2.4) e-10 , 2.763 , 0.045 , 772 , 42000 , 9e-12 , 8.31 , - , 0.21 , 2.377 , YES , YES
683 , 2FGLJ1322.6+8313 , S5 1322+83 , 200.43875 , 83.27053 , 121.86 , 33.79 , 0.051 , 0.114 , FSRQ , 1.024 , - , 0.973 , 0.99 , 0 , 0.97 , 2.585 , -9.9 , (36.9+/-9.3) e-11 , 2.587 , 0.161 , 42 , 565 , - , - , - , - , - , NO , YES
684 , 2FGLJ1326.7-5254 , PMN J1326-5256 , 201.705 , -52.93983 , 308.32 , 9.55 , 0.025 , 0.06 , BL Lac , 0 , LSP , 0.999 , 0.98 , 0 , 0.99 , 3.557 , -9.9 , (38.8+/-3) e-10 , 2.23 , 0.05 , 404 , 564 , 1.58e-13 , 18.27 , - , 0.646 , 1.661 , NO , YES
685 , 2FGLJ1326.8+2210 , B2 1324+22 , 201.75375 , 22.18061 , 3.37 , 80.52 , 0.036 , 0.074 , FSRQ , 1.40339 , LSP , 0.999 , 1 , 0.91 , 1 , 3.244 , 2.366 , (18.7+/-1.8) e-10 , 2.467 , 0.056 , 409 , 850 , 5.69e-13 , 18.56 , 18.48 , 0.763 , 1.151 , YES , YES
686 , 2FGLJ1329.2-5608 , PMN J1329-5608 , 202.25458 , -56.13392 , 308.18 , 6.35 , 0.036 , 0.079 , AGU , -999 , LSP , 0.998 , 0.98 , 0 , 0.99 , 3.49 , -9.9 , (36.9+/-3.2) e-10 , 2.304 , 0.078 , 294 , 744 , 6.78e-13 , 16.72 , - , 0.433 , 1.78 , NO , YES
687 , 2FGLJ1330.1-7002 , PKS 1326-697 , 202.54625 , -70.05344 , 306.25 , -7.44 , 0.008 , 0.039 , AGU , -999 , - , 0.999 , 0.98 , 0 , 1 , 3.757 , -9.9 , (64+/-3.5) e-10 , 2.1 , 0.053 , 1211 , 403 , - , 15.64 , - , - , - , NO , YES
688 , 2FGLJ1329.3-0528 , 1RXS 132928.0-053132 , 202.36667 , -5.52567 , 320.06 , 56.07 , 0.056 , 0.176 , AGN , 0.575868 , - , 0.883 , 0 , 0.95 , 0 , -9.9 , 2.864 , (7+/-1.7) e-10 , 2.44 , 0.2 , 32 , - , 4.17e-12 , 15.36 , - , - , 1.413 , YES , YES
689 , 2FGLJ1330.9+7001 , NVSS J133025+700141 , 202.60708 , 70.02803 , 118.09 , 46.73 , 0.045 , 0.087 , BL Lac , 0 , HSP , 0 , 0.95 , 0.95 , 0 , 0.949 , 2.804 , (47.9+/-9.5) e-11 , 1.756 , 0.149 , 64 , 21 , 1.53e-12 , 16.97 , - , 0.291 , 1.335 , YES , YES
690 , 2FGLJ1332.0-0508 , PKS 1329-049 , 203.01875 , -5.16153 , 321.36 , 56.24 , 0.026 , 0.041 , FSRQ , 2.15 , LSP , 0.999 , 1 , 0.95 , 1 , 3.303 , 2.797 , (50.1+/-3) e-10 , 2.537 , 0.039 , 1305 , 527 , 5.82e-13 , 18.24 , - , 0.711 , 1.16 , YES , YES
691 , 2FGLJ1332.5-1255 , PMN J1332-1256 , 203.16333 , -12.93772 , 318.24 , 48.7 , 0.028 , 0.053 , FSRQ , 1.492 , - , 0.997 , 0.99 , 0 , 1 , 2.225 , -9.9 , (35.3+/-2.5) e-10 , 2.38 , 0.045 , 731 , 127 , - , 20.86 , - , 0.804 , - , YES , YES
692 , 2FGLJ1332.7+4725 , B3 1330+476 , 203.18833 , 47.37283 , 103.84 , 68.19 , 0.045 , 0.222 , FSRQ , 0.668 , LSP , 0.985 , 0.97 , 0 , 1 , 1.441 , 1.367 , (31.4+/-9.2) e-11 , 2.54 , 0.178 , 29 , 233 , 4.53e-13 , 18.73 , 16.88 , 0.552 , 1.463 , YES , YES
693 , 2FGLJ1332.7+2726 , MG2 J133305+2725 , 203.28083 , 27.42172 , 37.12 , 80.73 , 0.087 , 0.149 , FSRQ , 2.126 , - , 0.989 , 0.97 , 0 , 0.99 , 1.579 , -9.9 , (4.2+/-1) e-10 , 2.282 , 0.16 , 37 , 218 , - , 20.15 , 19.2 , 0.714 , - , YES , YES
694 , 2FGLJ1333.5+5058 , CLASS J1333+5057 , 203.47417 , 50.95978 , 107.09 , 64.84 , 0.057 , 0.084 , FSRQ , 1.362 , LSP , 0.976 , 0.96 , 0 , 1 , 1.289 , -9.9 , (10.4+/-1.3) e-10 , 2.481 , 0.079 , 240 , 54 , 9.01e-14 , 20.62 , 18.91 , 0.566 , 1.368 , YES , YES
695 , 2FGLJ1337.7-1257 , PKS 1335-127 , 204.41583 , -12.95683 , 320.02 , 48.37 , 0.011 , 0.063 , FSRQ , 0.539 , LSP , 0.998 , 1 , 0.99 , 1 , 4.364 , 3.827 , (17.7+/-2) e-10 , 2.44 , 0.069 , 224 , 2676 , 4.31e-12 , 16.62 , - , 0.715 , 1.153 , YES , YES
696 , 2FGLJ1338.9+1152 , BZB J1338+1153 , 204.74583 , 11.88808 , 341.43 , 71.11 , 0.01 , 0.07 , BL Lac , 0 , - , 0.999 , 0.96 , 0 , 0.99 , 1.18 , -9.9 , (8.6+/-1.4) e-10 , 1.927 , 0.119 , 101 , 16 , - , 18 , 17.39 , 0.412 , - , YES , YES
697 , 2FGLJ1340.5+4407 , RX J1340.4+4410 , 205.1225 , 44.16853 , 96.04 , 70.31 , 0.045 , 0.117 , BL Lac , 0.546 , HSP , 0.992 , 0.96 , 0.97 , 0 , 1.203 , 3.119 , (3.8+/-1.1) e-10 , 1.802 , 0.242 , 33 , 57 , 3.71e-12 , 17.85 , 18.02 , 0.428 , 1 , YES , YES
698 , 2FGLJ1341.3-2048 , PKS B1339-206 , 205.52 , -20.85861 , 318.55 , 40.47 , 0.183 , 0.188 , FSRQ , 1.582 , LSP , 0.946 , 0.97 , 0 , 0.81 , 1.464 , 1.652 , (5.1+/-1.2) e-10 , 2.631 , 0.131 , 44 , 399 , 2.36e-12 , 18.64 , - , 0.702 , 0.895 , YES , YES
699 , 2FGLJ1344.2-1723 , PMN J1344-1723 , 206.06 , -17.39442 , 320.46 , 43.67 , 0.008 , 0.04 , FSRQ , 2.506 , - , 1 , 1 , 0 , 1 , 3.196 , -9.9 , (50.1+/-3.1) e-10 , 1.954 , 0.062 , 967 , 340 , - , 20.49 , - , 0.827 , - , YES , YES
700 , 2FGLJ1345.9+0706 , TXS 1343+073 , 206.45542 , 7.10858 , 338.21 , 66.17 , 0.035 , 0.1 , FSRQ , 1.095 , LSP , 0.993 , 0.98 , 0.87 , 0.99 , 1.81 , 2.033 , (6.4+/-1.3) e-10 , 2.133 , 0.136 , 51 , 137 , 4.59e-13 , 19.74 , 19.63 , 0.739 , 1.011 , YES , YES
701 , 2FGLJ1346.6-6027 , Cen B , 206.70458 , -60.40833 , 309.72 , 1.72 , 0.061 , 0.104 , Radio Galaxy , 0.012916 , - , 0.995 , 0 , 0 , 0 , 21.04 , -9.9 , (18.6+/-3.5) e-10 , 2.325 , 0.12 , 39 , 8890 , 8.83e-12 , 15.25 , - , 0.258 , 2.177 , NO , YES
702 , 2FGLJ1345.4+4453 , B3 1343+451 , 206.38792 , 44.88322 , 95.09 , 69.2 , 0.018 , 0.059 , FSRQ , 2.534 , LSP , 0.999 , 0.99 , 0 , 1 , 2.727 , -9.9 , (21.1+/-1.8) e-10 , 2.475 , 0.048 , 561 , 294 , 1.86e-13 , 20.8 , 19.63 , 0.769 , 1.108 , YES , YES
703 , 2FGLJ1347.7-3752 , PMN J1347-3750 , 206.91833 , -37.84353 , 315.02 , 23.7 , 0.04 , 0.087 , FSRQ , 1.3 , LSP , 0.998 , 0.98 , 0.93 , 0.93 , 2.096 , 2.522 , (9+/-1.6) e-10 , 2.323 , 0.116 , 77 , 207 , 9.43e-13 , 20.39 , - , 0.792 , 0.785 , YES , YES
704 , 2FGLJ1351.1+0032 , PKS 1348+007 , 207.76833 , 0.52219 , 333.67 , 59.78 , 0.026 , 0.13 , FSRQ , 2.084 , - , 0.991 , 0.98 , 0 , 0.97 , 2.128 , -9.9 , (8+/-1.4) e-10 , 2.29 , 0.11 , 80 , 317 , - , - , 21.64 , 0.942 , - , YES , YES
705 , 2FGLJ1350.8+3035 , B2 1348+30B , 207.71958 , 30.58153 , 51.3 , 76.54 , 0.009 , 0.135 , FSRQ , 0.712221 , LSP , 0.997 , 0.99 , 0.92 , 1 , 2.132 , 2.379 , (6.4+/-1.2) e-10 , 2.449 , 0.107 , 91 , 322 , 1.14e-12 , 18.83 , 17.25 , 0.588 , 1.25 , NO , YES
706 , 2FGLJ1350.8+3035 , NVSS J135101+304222 , 207.75542 , 30.70606 , 51.8 , 76.49 , 0.123 , 0.135 , AGU , -999 , HSP , 0 , 0.85 , 0 , 0 , -0.044 , 1.112 , (6.4+/-1.2) e-10 , 2.449 , 0.107 , 91 , 9 , 2.97e-13 , 18.79 , 18.48 , 0.332 , 1.396 , NO , NO
707 , 2FGLJ1351.4+1115 , RX J1351.3+1115 , 207.83708 , 11.24794 , 347.37 , 68.77 , 0.03 , 0.071 , BL Lac , 0 , HSP , 0.998 , 0.97 , 0.97 , 0.91 , 1.472 , 3.138 , (4.2+/-1.2) e-10 , 1.464 , 0.187 , 64 , 42 , 1.88e-12 , 17.44 , 18.05 , 0.482 , 1.094 , YES , YES
708 , 2FGLJ1351.3-2909 , PKS 1348-289 , 207.945 , -29.20475 , 318.44 , 31.84 , 0.098 , 0.114 , AGU , -999 , - , 0.954 , 0.98 , 0 , 0.83 , 2.01 , -9.9 , (6.9+/-1.4) e-10 , 2.321 , 0.133 , 47 , 396 , - , 19.79 , - , - , - , YES , YES
709 , 2FGLJ1352.6-4413 , PKS 1349-439 , 208.235 , -44.21122 , 314.41 , 17.28 , 0.05 , 0.113 , BL Lac , 0 , - , 0.999 , 0.97 , 0 , 1 , 2.54 , -9.9 , (6.4+/-1.4) e-10 , 2.126 , 0.166 , 38 , 432 , - , 18.2 , - , 0.683 , - , YES , YES
710 , 2FGLJ1353.3+1435 , OP 186 , 208.345 , 14.59431 , 355.04 , 70.89 , 0.016 , 0.104 , BL Lac , 0 , LSP , 0.996 , 0.99 , 0 , 0.98 , 2.587 , -9.9 , (5.3+/-1.2) e-10 , 2.26 , 0.17 , 47 , 446 , 3.23e-13 , 19.22 , 18.08 , 0.645 , 1.358 , YES , YES
711 , 2FGLJ1354.7-1047 , PKS 1352-104 , 208.69542 , -10.68403 , 327.15 , 49.18 , 0.107 , 0.124 , FSRQ , 0.332 , LSP , 0.959 , 0.99 , 0.95 , 0.93 , 2.43 , 2.781 , (12.6+/-1.7) e-10 , 2.565 , 0.077 , 229 , 768 , 4.07e-12 , 17.27 , - , 0.649 , 1.074 , YES , YES
712 , 2FGLJ1354.5+3703 , FIRST J135426.6+370654 , 208.61125 , 37.11508 , 73.76 , 73.37 , 0.068 , 0.167 , BL Lac , 0 , - , 0.987 , 0.91 , 0 , 0 , 0.503 , -9.9 , (5.4+/-1.2) e-10 , 2.139 , 0.152 , 48 , 25 , - , 17.53 , 16.81 , 0.351 , - , YES , YES
713 , 2FGLJ1358.0+0137 , RX J1357.6+0128 , 209.41083 , 1.47039 , 337.44 , 59.82 , 0.18 , 0.232 , BL Lac , 0 , HSP , 0 , 0.9 , 0.89 , 0 , 0.388 , 2.148 , (5+/-1.3) e-10 , 2.28 , 0.157 , 30 , 61 , 3.03e-12 , 17.02 , 17.28 , 0.452 , 1.167 , YES , YES
714 , 2FGLJ1359.9-3746 , PMN J1359-3746 , 209.95625 , -37.76658 , 317.57 , 23.15 , 0.026 , 0.077 , BL Lac , 0.334 , - , 0.999 , 0.95 , 0 , 0.97 , 2.173 , -9.9 , (5.9+/-1.5) e-10 , 1.626 , 0.17 , 52 , 91 , - , 16.08 , - , 0.347 , - , YES , YES
715 , 2FGLJ1400.6-5601 , PMN J1400-5605 , 210.17375 , -56.08197 , 312.53 , 5.49 , 0.062 , 0.108 , AGU , -999 , - , 0.995 , 0.89 , 0 , 0.97 , 1.963 , -9.9 , (18.7+/-2.7) e-10 , 2.282 , 0.162 , 97 , 108 , - , - , - , - , - , NO , YES
716 , 2FGLJ1359.4+5541 , 87GB 135720.6+555936 , 209.77417 , 55.74147 , 104.44 , 58.89 , 0.069 , 0.141 , FSRQ , 1.014 , - , 0.982 , 0.97 , 0 , 0.97 , 1.411 , -9.9 , (5.4+/-1) e-10 , 2.699 , 0.111 , 130 , 128 , - , 19.5 , - , 0.702 , - , YES , YES
717 , 2FGLJ1358.1+7644 , S5 1357+76 , 209.48083 , 76.72244 , 118.02 , 39.76 , 0.026 , 0.095 , FSRQ , 1.585 , LSP , 0.999 , 0.99 , 0 , 1 , 2.912 , -9.9 , (8.4+/-1.2) e-10 , 2.297 , 0.1 , 135 , 647 , 2.23e-13 , 19.96 , - , 0.871 , 1.045 , YES , YES
718 , 2FGLJ1405.1+0405 , MS 1402.3+0416 , 211.21208 , 4.03394 , 343.32 , 61 , 0.098 , 0.195 , BL Lac , 0 , HSP , 0.961 , 0.92 , 0.95 , 0 , 0.545 , 2.733 , (5.1+/-1.3) e-10 , 1.897 , 0.171 , 30 , 42 , 4.46e-12 , 16.97 , 15.98 , 0.266 , 1.321 , NO , NO
719 , 2FGLJ1405.1+0405 , PKS 1402+044 , 211.25458 , 4.26 , 343.66 , 61.16 , 0.181 , 0.195 , FSRQ , 3.215 , LSP , 0.962 , 0.98 , 0 , 0.94 , 2.114 , -9.9 , (5.1+/-1.3) e-10 , 1.897 , 0.171 , 30 , 933 , 2.28e-13 , 19.61 , 19.35 , 0.839 , 1.112 , NO , YES
720 , 2FGLJ1406.2-2510 , NVSS J140609-250808 , 211.53917 , -25.13531 , 323.58 , 34.71 , 0.038 , 0.066 , AGU , -999 , - , 0 , 0 , 0 , 0.99 , -9.9 , -9.9 , (6.9+/-1.5) e-10 , 1.63 , 0.156 , 71 , 49 , - , 16.37 , - , - , - , YES , YES
721 , 2FGLJ1407.5-4257 , CGRaBS J1407-4302 , 211.915 , -43.04208 , 317.43 , 17.67 , 0.079 , 0.088 , AGU , -999 , LSP , 0.991 , 0.94 , 0 , 0.95 , 1.871 , -9.9 , (7.1+/-1.5) e-10 , 1.914 , 0.143 , 43 , 149 , 2.52e-13 , 17.47 , - , 0.544 , 1.58 , YES , YES
722 , 2FGLJ1408.8-0751 , PKS B1406-076 , 212.235 , -7.87394 , 333.88 , 50.28 , 0.028 , 0.073 , FSRQ , 1.494 , LSP , 0.999 , 0.99 , 0 , 1 , 3.151 , -9.9 , (17.4+/-1.9) e-10 , 2.429 , 0.064 , 324 , 689 , 3.37e-13 , 19.28 , - , 0.818 , 1.088 , YES , YES
723 , 2FGLJ1410.3+2811 , BZB J1410+2820 , 212.6225 , 28.34869 , 41.51 , 72.48 , 0.151 , 0.136 , BL Lac , 0 , HSP , 0.904 , 0.87 , 0.85 , 0 , 0.122 , 1.954 , (3.3+/-1.1) e-10 , 1.521 , 0.231 , 31 , 28 , 1.99e-12 , 18.05 , 17 , 0.32 , 1.287 , YES , YES
724 , 2FGLJ1416.3-2415 , NVSS J141612-241812 , 214.05042 , -24.30347 , 326.53 , 34.65 , 0.059 , 0.119 , AGU , 0.13557 , HSP , 0.98 , 0.96 , 0.94 , 0.88 , 1.258 , 2.596 , (2.8+/-1.2) e-10 , 1.426 , 0.284 , 28 , 73 , 1.7e-12 , 15.08 , - , 0.217 , 1.653 , YES , YES
725 , 2FGLJ1416.0+1323 , PKS B1413+135 , 213.995 , 13.34006 , 2.2 , 65.91 , 0.048 , 0.158 , AGU , 0.247 , LSP , 0.994 , 0.99 , 0 , 1 , 2.856 , -9.9 , (4.3+/-1.1) e-10 , 2.597 , 0.155 , 44 , 1092 , 1.74e-13 , 19.58 , 18.04 , 0.694 , 1.518 , YES , YES
726 , 2FGLJ1418.1+2539 , BZB J1417+2543 , 214.48417 , 25.72303 , 33.68 , 70.6 , 0.082 , 0.169 , BL Lac , 0.237 , HSP , 0.978 , 0.95 , 0.99 , 0 , 1.071 , 3.937 , (4.5+/-1.1) e-10 , 1.98 , 0.186 , 30 , 89 , 2.7e-11 , 15.56 , 16.23 , 0.324 , 0.944 , YES , YES
727 , 2FGLJ1418.4-0234 , BZB J1418-0233 , 214.61 , -2.56014 , 341.58 , 53.65 , 0.016 , 0.044 , BL Lac , 0 , - , 1 , 0.98 , 0 , 0.99 , 1.804 , -9.9 , (21.5+/-2.1) e-10 , 1.699 , 0.069 , 369 , 34 , - , 16.56 , 16.18 , 0.258 , - , YES , YES
728 , 2FGLJ1419.4-0835 , NVSS J141922-083830 , 214.84417 , -8.64192 , 336.78 , 48.36 , 0.05 , 0.125 , AGU , -999 , LSP , 0.987 , 0.99 , 0 , 0 , 7.513 , -9.9 , (7.4+/-1.4) e-10 , 2.172 , 0.12 , 61 , 343 , 2.96e-13 , 19.19 , - , 0.548 , 1.275 , YES , YES
729 , 2FGLJ1419.4+3820 , B3 1417+385 , 214.94375 , 38.3635 , 69.79 , 68.37 , 0.071 , 0.174 , FSRQ , 1.831 , LSP , 0.989 , 0.99 , 0 , 1 , 2.295 , 1.274 , (4.5+/-1) e-10 , 2.65 , 0.136 , 73 , 612 , 3.04e-13 , 19.29 , 18.86 , 0.776 , 1.178 , YES , YES
730 , 2FGLJ1420.2+5422 , OQ 530 , 214.94375 , 54.3875 , 98.29 , 58.31 , 0.073 , 0.099 , BL Lac , 0.15254 , LSP , 0.994 , 0.99 , 0.92 , 1 , 2.761 , 2.409 , (7.7+/-1.2) e-10 , 2.366 , 0.114 , 132 , 788 , 1.3e-12 , 14.66 , 14.85 , 0.49 , 1.675 , YES , YES
731 , 2FGLJ1421.1-1117 , PMN J1420-1118 , 215.25042 , -11.30553 , 335.36 , 45.84 , 0.026 , 0.175 , AGU , -999 , - , 0.988 , 0.82 , 0 , 0 , 3.064 , -9.9 , (5.8+/-1.4) e-10 , 2.14 , 0.161 , 32 , 47 , - , 19.27 , - , - , - , YES , YES
